date,flight_id,route,aircraft_type,scheduled_hour,crew_duty_hours,weather_forecast_18h,weather_actual,atc_slot_delay_min,delayed
2026-03-16,CZ3116,PVG-KMG,B787,10,7.3,-0.48,-1.32,0,0
2025-06-28,CZ3074,PVG-KMG,A320,12,8.0,-1.05,0.0,0,0
2024-11-03,CZ3001,PVG-CKG,B737,10,6.3,0.59,-0.65,0,0
2024-09-22,CZ3100,PVG-CTU,A330,18,8.2,-0.93,-1.18,0,0
2026-04-26,CZ3009,PVG-HGH,A320,10,8.8,-0.83,-1.17,0,0
2026-04-26,CZ3036,PVG-CAN,A321,19,7.6,-1.41,-2.11,0,0
2026-03-12,CZ3108,PVG-KMG,B787,17,,-0.41,0.42,0,0
2024-09-12,CZ3104,PVG-CTU,B787,19,6.0,-1.0,-1.82,0,0
2026-06-19,CZ3018,PVG-SZX,A330,16,9.9,-0.57,-0.83,0,0
2024-10-03,CZ3045,PVG-SZX,A320,7,7.0,1.28,2.72,26,1
2026-03-26,CZ3009,PVG-NKG,A320,18,5.9,-1.4,-2.91,0,0
2025-06-04,CZ3020,PVG-KMG,B737,13,8.1,-0.12,-1.76,0,0
2026-03-24,CZ3055,PVG-CAN,B787,17,5.3,-1.05,-0.83,5,0
2025-07-11,CZ3104,PVG-NKG,A321,14,4.2,-0.44,-0.21,0,0
2025-09-09,CZ3064,PVG-KMG,A320,19,6.5,0.51,0.57,3,0
2025-08-12,CZ3049,PVG-SZX,B737,18,8.7,0.57,-0.72,0,0
2025-01-15,CZ3031,PVG-SZX,A330,7,6.6,0.11,0.2,0,0
2025-12-06,CZ3003,PVG-NKG,B737,19,9.6,-0.82,-0.7,0,0
2025-08-09,CZ3020,PVG-CTU,B787,18,9.1,-1.9,-0.67,0,0
2025-09-22,CZ3044,PVG-NKG,A330,18,8.5,-0.77,0.51,31,1
2025-07-08,CZ3093,PVG-CTU,A321,11,7.4,-0.21,0.6,0,0
2025-01-06,CZ3081,PVG-PEK,B787,6,10.1,-1.46,-1.62,0,0
2024-09-22,CZ3113,PVG-NKG,A320,20,8.2,-0.24,-1.17,0,0
2024-09-28,CZ3052,PVG-WUH,A330,13,5.8,-1.6,-1.22,0,0
2025-09-05,CZ3051,PVG-CSX,A320,15,6.6,-0.52,-0.76,0,0
2025-09-27,CZ3077,PVG-CSX,B737,19,9.4,-0.58,-0.49,0,0
2025-02-14,CZ3030,PVG-CKG,A330,21,7.3,0.61,-0.06,0,0
2025-01-13,CZ3088,PVG-CKG,B787,8,,-0.75,-0.99,0,0
2026-06-07,CZ3013,PVG-PEK,A330,16,6.8,-0.15,-0.4,0,0
2024-10-25,CZ3052,PVG-SZX,A320,17,10.6,-1.1,-1.41,0,0
2026-06-14,CZ3056,PVG-NKG,A321,8,5.8,1.04,1.65,0,0
2025-09-07,CZ3051,PVG-SZX,A320,16,5.5,-1.59,0.02,0,0
2025-06-16,CZ3050,PVG-CKG,B737,10,6.1,-0.36,1.05,0,0
2025-06-09,CZ3038,PVG-XIY,B787,13,11.1,0.54,0.16,0,0
2026-04-07,CZ3003,PVG-CKG,A330,12,9.7,0.39,0.61,0,0
2025-02-21,CZ3046,PVG-CTU,A330,7,12.3,0.14,-0.35,0,0
2026-08-07,CZ3047,PVG-CSX,A321,15,5.0,1.55,1.12,0,0
2025-01-11,CZ3109,PVG-CTU,B737,15,10.5,1.66,2.03,0,0
2026-07-02,CZ3045,PVG-CSX,B787,13,7.4,0.37,1.01,0,0
2024-09-11,CZ3023,PVG-TSN,B737,10,8.4,-1.29,-1.34,0,0
2025-01-16,CZ3051,PVG-NKG,B787,18,11.9,-0.36,-1.91,0,0
2025-06-18,CZ3001,PVG-WUH,B787,9,7.7,-0.97,-1.14,0,0
2026-08-15,CZ3003,PVG-URC,B737,15,6.5,-0.23,1.56,0,0
2025-07-27,CZ3030,PVG-CKG,A320,8,7.2,-0.06,1.57,0,0
2025-11-12,CZ3061,PVG-WUH,A320,15,5.3,-0.14,0.73,0,0
2026-05-29,CZ3098,PVG-HGH,A320,8,5.1,-0.82,-1.78,0,0
2026-06-16,CZ3118,PVG-WUH,B737,9,3.9,0.62,0.72,0,0
2026-04-08,CZ3066,PVG-TSN,A321,8,10.5,0.02,0.39,3,0
2026-04-21,CZ3088,PVG-NKG,B737,17,9.0,0.09,-0.88,4,0
2025-05-12,CZ3026,PVG-XIY,A320,8,9.0,-2.16,-2.57,0,0
2025-08-19,CZ3064,PVG-SZX,B737,17,5.7,-0.05,-0.93,0,0
2025-12-01,CZ3064,PVG-TSN,B787,20,8.7,0.0,-1.75,0,0
2025-11-24,CZ3116,PVG-CKG,A330,9,5.4,-0.94,-0.24,0,0
2024-11-01,CZ3107,PVG-HGH,A321,15,10.4,0.9,-0.79,0,0
2026-03-05,CZ3029,PVG-CTU,A320,17,5.0,-2.0,-1.9,0,0
2025-10-05,CZ3014,PVG-XIY,B787,19,5.4,-1.08,-1.37,0,0
2025-06-15,CZ3097,PVG-PEK,B787,16,8.9,0.66,0.35,3,0
2026-08-30,CZ3063,PVG-CSX,A320,10,7.6,0.71,0.24,0,0
2026-08-06,CZ3051,PVG-PEK,A320,9,7.6,1.64,1.33,0,0
2025-01-15,CZ3062,PVG-SZX,B787,11,7.7,0.54,0.87,36,1
2025-08-29,CZ3056,PVG-NKG,B787,11,9.1,0.25,0.78,0,0
2026-03-19,CZ3000,PVG-WUH,B787,18,7.3,-0.47,-0.32,0,0
2025-10-08,CZ3015,PVG-PEK,B737,20,13.0,-0.31,-0.5,4,0
2024-11-28,CZ3097,PVG-CSX,A321,15,9.0,-1.93,-2.08,0,0
2026-04-06,CZ3014,PVG-CSX,A321,15,9.2,0.52,-1.47,0,0
2025-06-22,CZ3117,PVG-HGH,B787,12,,1.38,1.1,0,0
2025-09-09,CZ3090,PVG-CKG,B787,15,,0.43,-1.72,0,0
2025-08-15,CZ3099,PVG-NKG,B787,17,10.6,-0.15,1.47,0,0
2026-03-08,CZ3029,PVG-CKG,A321,14,4.4,0.04,0.42,4,0
2026-07-08,CZ3032,PVG-KMG,A320,16,6.2,-0.14,1.55,0,0
2025-09-02,CZ3081,PVG-CTU,B787,9,7.4,1.39,-0.36,0,0
2026-05-12,CZ3009,PVG-CTU,A330,19,1.7,-0.41,-0.33,0,0
2025-03-30,CZ3099,PVG-SZX,B737,21,8.5,0.55,0.73,0,0
2026-08-25,CZ3092,PVG-XIY,B737,14,11.4,0.48,0.75,0,0
2026-04-14,CZ3014,PVG-SZX,B737,16,6.1,-1.27,-2.64,0,0
2026-08-12,CZ3017,PVG-CTU,B787,12,4.4,1.63,1.69,35,1
2026-02-22,CZ3108,PVG-TSN,B787,7,10.2,-1.58,-1.78,0,0
2025-02-23,CZ3099,PVG-CTU,A320,10,8.3,0.58,-0.44,4,0
2026-08-03,CZ3091,PVG-KMG,A320,19,5.1,0.85,1.71,30,1
2026-01-30,CZ3101,PVG-WUH,A321,7,8.9,-0.79,-0.55,0,0
2025-08-24,CZ3000,PVG-SZX,B737,20,8.0,-0.76,-0.15,0,0
2024-09-10,CZ3081,PVG-TSN,B737,15,9.1,0.85,0.51,0,0
2025-06-01,CZ3005,PVG-PEK,B737,17,6.6,-0.46,-1.25,0,0
2025-10-29,CZ3005,PVG-CKG,A320,10,12.7,-0.53,-1.16,0,0
2024-10-23,CZ3034,PVG-CAN,A321,17,5.4,-0.01,0.21,0,0
2025-11-19,CZ3012,PVG-NKG,A320,14,9.2,2.16,1.45,0,0
2026-05-22,CZ3113,PVG-TSN,B787,8,6.1,0.36,1.71,0,0
2025-01-08,CZ3111,PVG-CAN,A321,9,10.5,1.28,-1.25,0,0
2025-09-04,CZ3103,PVG-TSN,A330,14,7.1,-0.04,0.73,0,0
2025-05-05,CZ3086,PVG-CSX,A320,8,5.4,-0.13,1.51,0,0
2026-06-07,CZ3026,PVG-CSX,B787,19,7.5,0.96,0.51,0,0
2026-08-10,CZ3092,PVG-XIY,A321,12,8.7,-0.36,-0.73,0,0
2025-12-29,CZ3081,PVG-PEK,A321,7,4.2,-0.36,0.48,0,0
2024-11-18,CZ3008,PVG-CSX,B787,13,9.3,0.13,1.66,2,0
2026-08-09,CZ3020,PVG-TSN,B737,11,6.5,-2.36,-2.58,0,0
2026-02-14,CZ3108,PVG-CKG,B737,18,7.8,0.18,0.11,0,0
2026-05-01,CZ3076,PVG-XIY,A321,16,8.4,0.54,-0.95,0,0
2025-02-17,CZ3111,PVG-CAN,B787,13,6.3,3.0,3.0,0,0
2025-12-30,CZ3083,PVG-CTU,B787,19,,-0.32,-0.18,0,0
2026-02-20,CZ3046,PVG-PEK,A321,15,8.2,0.07,0.07,0,0
2026-01-05,CZ3026,PVG-HGH,A321,9,10.0,-0.86,0.35,0,0
2025-07-18,CZ3113,PVG-TSN,A321,15,7.5,-1.38,0.24,0,0
2026-06-17,CZ3029,PVG-CTU,B787,17,,-0.65,-0.13,0,0
2025-04-20,CZ3007,PVG-WUH,A320,18,5.9,-0.61,0.48,1,0
2026-05-24,CZ3042,PVG-CSX,A320,14,9.4,-0.58,-0.1,0,0
2026-02-11,CZ3000,PVG-CKG,B787,12,7.9,0.05,-0.79,0,0
2025-04-18,CZ3081,PVG-KMG,B787,8,9.0,-0.12,-0.7,0,0
2026-02-05,CZ3044,PVG-CAN,A320,15,7.5,0.68,1.13,0,0
2024-09-21,CZ3006,PVG-CKG,B737,12,10.1,-0.66,-0.66,0,0
2026-03-04,CZ3042,PVG-SZX,A320,20,5.6,-0.69,-2.05,0,0
2025-11-02,CZ3033,PVG-XIY,A320,11,6.0,0.58,0.35,0,0
2026-03-26,CZ3085,PVG-HGH,A320,10,7.7,0.72,-1.29,0,0
2025-06-06,CZ3069,PVG-CKG,B737,8,8.1,0.76,1.71,0,0
2025-03-26,CZ3021,PVG-SZX,B737,10,7.9,-1.05,-0.73,1,0
2025-06-26,CZ3062,PVG-TSN,A330,13,8.3,0.68,2.27,0,0
2025-04-04,CZ3112,PVG-SZX,A330,8,6.5,0.29,-0.28,2,0
2026-08-23,CZ3071,PVG-KMG,B787,18,8.2,0.17,-0.91,0,0
2026-06-03,CZ3026,PVG-TSN,A330,14,7.7,-0.66,0.08,0,0
2025-10-21,CZ3004,PVG-XIY,B787,9,6.8,1.59,1.16,0,0
2024-10-07,CZ3064,PVG-SZX,B787,6,6.9,0.08,-0.04,0,0
2025-05-26,CZ3011,PVG-HGH,B737,19,7.1,-0.8,-1.5,0,0
2025-09-24,CZ3058,PVG-XIY,B787,15,8.3,-1.5,-0.51,0,0
2026-01-20,CZ3111,PVG-PEK,B787,17,8.8,-1.06,0.38,8,1
2025-03-07,CZ3110,PVG-PEK,A321,8,4.7,-0.13,1.78,0,0
2024-09-28,CZ3111,PVG-HGH,A320,19,8.2,-0.94,0.2,0,0
2026-08-01,CZ3092,PVG-XIY,A330,14,3.5,2.03,1.68,0,0
2026-03-07,CZ3115,PVG-TSN,B787,8,5.8,0.21,0.4,5,0
2026-04-12,CZ3045,PVG-PEK,B787,9,8.0,-0.76,-1.08,0,0
2025-01-13,CZ3035,PVG-CAN,A320,17,8.3,0.19,1.01,0,0
2025-06-20,CZ3009,PVG-KMG,B787,8,7.5,-0.07,-1.02,0,0
2025-05-03,CZ3079,PVG-XIY,B787,13,5.9,0.28,1.72,0,0
2025-04-18,CZ3083,PVG-CSX,A321,10,2.6,0.41,2.54,0,0
2026-07-19,CZ3003,PVG-URC,A321,16,6.9,-1.29,-0.57,7,1
2026-05-20,CZ3061,PVG-CTU,A321,22,9.1,1.05,1.53,0,0
2025-05-21,CZ3085,PVG-CKG,A330,9,11.6,0.15,0.64,0,0
2026-04-15,CZ3034,PVG-KMG,A320,9,7.2,0.19,-0.42,0,0
2024-09-26,CZ3100,PVG-TSN,B787,12,7.9,0.66,1.57,12,1
2025-03-11,CZ3009,PVG-CAN,B737,10,9.3,0.99,0.79,4,0
2024-12-21,CZ3012,PVG-CSX,A320,7,7.7,0.57,-0.59,0,0
2025-01-20,CZ3033,PVG-XIY,A320,9,8.9,-2.49,-3.0,0,0
2025-07-11,CZ3073,PVG-CTU,A321,15,3.9,-0.11,-0.52,0,0
2026-03-14,CZ3085,PVG-CAN,A330,14,8.9,-1.33,-3.0,0,0
2025-04-09,CZ3032,PVG-CSX,A321,14,7.6,-0.41,-1.97,0,0
2025-08-27,CZ3022,PVG-TSN,A320,17,9.7,-0.17,0.43,0,0
2025-09-10,CZ3033,PVG-CTU,B787,8,,-0.14,0.41,0,0
2025-05-10,CZ3098,PVG-CKG,B737,7,5.3,1.21,1.07,0,0
2026-01-29,CZ3095,PVG-PEK,B787,18,9.9,-2.37,-0.18,5,0
2025-05-04,CZ3042,PVG-CAN,B737,11,6.7,0.37,1.38,0,0
2025-11-06,CZ3052,PVG-CTU,A320,14,10.1,1.26,1.1,33,1
2025-08-28,CZ3003,PVG-TSN,A321,18,6.9,2.06,3.0,24,1
2024-12-15,CZ3008,PVG-CSX,A320,9,7.1,0.26,1.75,2,0
2026-02-25,CZ3052,PVG-WUH,B737,18,6.0,0.68,0.18,0,0
2025-09-09,CZ3084,PVG-CTU,B737,14,7.1,-1.44,-1.89,0,0
2025-05-27,CZ3003,PVG-XIY,B737,17,9.3,0.57,1.94,23,1
2024-12-15,CZ3006,PVG-XIY,B737,8,7.3,1.22,2.18,0,0
2026-05-07,CZ3064,PVG-CSX,B787,20,2.3,-0.47,-1.23,5,0
2025-08-16,CZ3078,PVG-NKG,A320,10,8.3,-0.37,-0.5,0,0
2026-01-08,CZ3115,PVG-XIY,A330,13,7.4,2.28,2.26,0,0
2025-11-15,CZ3005,PVG-NKG,A320,9,10.2,-0.74,-0.22,3,0
2026-02-28,CZ3061,PVG-CAN,B737,19,6.5,-1.31,-0.03,0,0
2026-05-25,CZ3095,PVG-PEK,A330,19,8.1,-0.04,-1.34,0,0
2025-03-24,CZ3083,PVG-SZX,A321,15,5.0,-1.7,-2.17,4,0
2025-01-06,CZ3060,PVG-PEK,A320,18,5.3,-1.71,-1.38,0,0
2025-07-21,CZ3111,PVG-CKG,A320,13,7.5,0.72,0.4,0,0
2026-03-29,CZ3003,PVG-SZX,A330,8,8.2,0.6,0.02,0,0
2026-04-05,CZ3111,PVG-CSX,A330,18,4.7,1.01,2.92,5,0
2026-03-04,CZ3022,PVG-HGH,A320,8,7.2,-0.81,0.84,0,0
2026-02-17,CZ3084,PVG-CAN,A320,18,7.7,-0.25,-0.26,0,1
2026-06-27,CZ3101,PVG-XIY,A321,13,10.0,-0.22,0.85,0,0
2025-12-29,CZ3065,PVG-KMG,A321,15,6.4,0.37,1.9,33,1
2025-06-02,CZ3099,PVG-CAN,A321,16,6.6,-1.61,-0.94,0,0
2025-11-18,CZ3108,PVG-HGH,A321,15,7.8,0.25,0.45,0,0
2025-03-24,CZ3049,PVG-CKG,B787,12,,0.24,0.82,0,0
2025-06-19,CZ3019,PVG-WUH,A321,18,7.9,0.24,1.29,0,0
2025-04-30,CZ3065,PVG-CTU,A321,14,6.9,-0.02,0.13,0,0
2025-02-17,CZ3052,PVG-CTU,A320,15,6.1,3.0,2.44,2,1
2026-06-01,CZ3106,PVG-CAN,B737,17,8.5,-1.22,-1.65,0,0
2025-07-16,CZ3077,PVG-CTU,A321,16,8.0,-0.17,0.96,0,0
2024-11-24,CZ3021,PVG-SZX,B737,9,7.4,-1.77,-1.69,3,0
2025-02-05,CZ3071,PVG-XIY,B737,11,4.6,-0.81,-0.85,0,0
2025-01-18,CZ3078,PVG-NKG,A330,8,8.3,2.26,1.38,1,0
2025-05-16,CZ3019,PVG-CSX,A330,16,7.1,-1.41,-2.16,0,0
2025-11-27,CZ3015,PVG-CSX,A320,10,9.9,-1.17,-1.46,1,0
2026-04-24,CZ3035,PVG-WUH,B737,20,6.5,0.97,0.98,0,0
2025-10-06,CZ3089,PVG-HGH,B787,8,8.0,0.95,0.32,0,0
2026-04-14,CZ3116,PVG-KMG,B737,10,12.8,-0.85,-1.89,0,0
2025-03-09,CZ3022,PVG-XIY,A330,11,5.6,1.35,-0.19,0,0
2026-02-23,CZ3054,PVG-NKG,B787,14,7.8,-0.11,0.06,0,0
2026-01-13,CZ3065,PVG-TSN,B737,20,10.6,2.57,3.0,5,1
2024-11-02,CZ3022,PVG-CTU,A330,17,6.4,1.77,0.46,0,0
2025-10-06,CZ3093,PVG-WUH,A330,13,6.5,0.85,0.83,0,0
2026-07-10,CZ3119,PVG-CKG,A320,18,8.2,0.32,-0.84,24,1
2026-04-08,CZ3059,PVG-KMG,B787,8,,1.53,2.06,0,0
2025-01-22,CZ3096,PVG-CKG,B737,12,5.8,-2.05,-3.0,0,0
2025-07-29,CZ3025,PVG-TSN,B737,13,7.9,-0.53,-0.45,0,0
2024-09-10,CZ3012,PVG-CAN,B787,16,8.4,-0.35,-1.92,0,0
2026-08-05,CZ3093,PVG-NKG,A320,13,6.0,-0.47,0.96,20,1
2025-02-12,CZ3058,PVG-PEK,B787,10,9.5,-0.6,-0.24,0,0
2024-10-19,CZ3051,PVG-XIY,A321,13,8.3,0.83,1.73,0,0
2025-10-10,CZ3008,PVG-HGH,B737,19,7.5,0.23,0.3,0,0
2024-10-15,CZ3064,PVG-PEK,B787,7,8.3,-0.12,0.45,0,0
2026-02-07,CZ3039,PVG-PEK,B787,22,7.5,-1.94,-0.75,0,0
2026-08-04,CZ3005,PVG-URC,B737,9,8.3,-0.25,2.32,0,0
2025-03-20,CZ3040,PVG-TSN,A330,18,8.5,0.74,0.11,0,0
2024-12-08,CZ3010,PVG-CAN,B787,11,5.6,-1.35,-1.88,0,0
2025-07-19,CZ3055,PVG-CAN,A320,6,6.2,-0.55,-2.03,0,0
2024-09-01,CZ3051,PVG-XIY,A330,14,4.6,0.18,-0.46,25,1
2026-02-21,CZ3096,PVG-CSX,A320,13,5.9,0.82,2.09,0,0
2024-12-28,CZ3028,PVG-TSN,A321,8,8.0,0.27,1.42,0,0
2025-04-15,CZ3076,PVG-CTU,A321,15,9.9,-1.41,-0.98,0,0
2026-01-22,CZ3067,PVG-CKG,A330,19,9.4,0.49,1.48,0,1
2026-02-06,CZ3071,PVG-PEK,B787,11,6.0,-2.1,-3.0,1,0
2026-03-21,CZ3103,PVG-SZX,A330,8,7.5,-1.0,-1.17,23,1
2024-09-15,CZ3109,PVG-CKG,A320,10,5.4,-1.43,-2.53,0,0
2025-05-16,CZ3083,PVG-KMG,B737,10,3.0,-1.02,-0.23,0,0
2025-07-11,CZ3083,PVG-CSX,A330,11,8.2,1.12,0.66,2,0
2026-05-04,CZ3019,PVG-PEK,A321,7,10.0,-0.36,-0.24,0,0
2025-06-27,CZ3014,PVG-KMG,A321,11,6.6,0.19,-0.36,5,0
2026-07-24,CZ3102,PVG-CKG,A321,14,7.8,1.14,3.0,0,0
2025-03-03,CZ3017,PVG-XIY,A321,19,9.1,-0.16,-2.41,0,0
2025-12-01,CZ3060,PVG-HGH,A330,6,8.2,0.68,1.32,0,0
2024-10-14,CZ3035,PVG-CKG,A320,19,11.9,-0.17,0.05,19,1
2025-01-04,CZ3098,PVG-SZX,A320,16,7.5,-1.45,-1.37,0,0
2026-06-16,CZ3109,PVG-CKG,B787,17,4.7,0.95,2.29,0,0
2026-05-04,CZ3058,PVG-XIY,A320,8,7.7,0.46,-1.54,0,0
2025-02-12,CZ3006,PVG-TSN,B787,9,,-1.23,0.22,0,0
2026-03-23,CZ3106,PVG-XIY,A321,17,6.7,-0.48,-1.22,0,0
2025-10-15,CZ3091,PVG-KMG,B737,11,9.5,-1.23,-0.87,0,0
2024-10-14,CZ3088,PVG-CAN,A330,19,6.3,0.18,1.26,0,0
2026-05-14,CZ3092,PVG-CSX,A320,9,5.5,1.66,1.06,1,0
2024-12-09,CZ3088,PVG-NKG,A330,12,8.8,0.29,1.36,0,0
2026-06-30,CZ3002,PVG-PEK,A330,9,4.2,-0.88,0.5,0,0
2026-08-17,CZ3066,PVG-SZX,A320,21,6.6,1.49,-0.43,0,0
2025-09-29,CZ3086,PVG-CAN,A320,10,9.1,-0.69,0.82,0,0
2025-05-14,CZ3113,PVG-TSN,A330,8,4.0,0.36,-0.36,0,0
2026-08-07,CZ3064,PVG-CSX,A330,16,7.8,-1.21,-0.92,0,0
2025-03-21,CZ3041,PVG-CKG,B787,17,6.5,0.18,0.59,0,0
2025-10-30,CZ3110,PVG-WUH,B787,7,7.7,1.23,2.59,0,0
2025-10-06,CZ3002,PVG-SZX,B737,17,7.0,0.92,-0.33,0,0
2026-01-25,CZ3017,PVG-CKG,A321,11,9.0,-0.02,0.28,5,0
2025-11-16,CZ3111,PVG-KMG,B737,17,6.9,0.66,0.86,0,0
2026-04-06,CZ3113,PVG-CSX,A330,11,8.9,1.4,2.51,7,1
2025-10-28,CZ3037,PVG-CKG,B787,8,5.3,1.32,0.97,0,0
2024-10-18,CZ3093,PVG-CKG,A321,12,9.9,1.55,-0.14,0,0
2025-01-22,CZ3040,PVG-SZX,A330,9,7.0,-0.4,-1.78,0,0
2025-12-28,CZ3099,PVG-CAN,B737,12,7.7,1.48,2.44,0,0
2024-10-09,CZ3083,PVG-HGH,B737,11,8.3,-0.02,1.34,0,0
2025-03-23,CZ3028,PVG-TSN,B787,8,5.1,-1.52,-0.73,0,0
2025-04-27,CZ3056,PVG-CKG,B787,10,,0.38,-1.0,0,0
2025-12-26,CZ3032,PVG-SZX,B737,11,9.9,1.3,1.76,0,0
2026-06-29,CZ3019,PVG-KMG,B787,13,8.3,0.01,0.32,3,0
2025-04-16,CZ3021,PVG-CAN,B737,9,9.9,0.17,-0.49,0,0
2025-05-07,CZ3088,PVG-CKG,B737,16,5.5,-0.38,0.42,33,1
2025-10-31,CZ3114,PVG-NKG,A321,8,6.3,-0.13,0.81,0,0
2024-10-24,CZ3012,PVG-CSX,B737,15,11.0,-0.66,0.01,0,0
2025-04-21,CZ3052,PVG-NKG,A320,9,6.9,0.79,2.02,0,0
2025-01-12,CZ3016,PVG-NKG,A330,17,7.9,-0.75,-2.34,3,0
2025-05-30,CZ3004,PVG-CAN,A321,21,7.7,-0.81,-1.15,0,0
2024-10-10,CZ3035,PVG-KMG,B787,8,4.7,-0.12,0.09,4,0
2024-09-01,CZ3041,PVG-WUH,A320,10,4.6,-0.77,-1.61,0,0
2026-02-10,CZ3109,PVG-PEK,B787,12,8.6,-0.7,-0.28,0,0
2026-01-31,CZ3061,PVG-NKG,A320,16,8.0,-0.69,0.59,0,0
2026-01-17,CZ3043,PVG-SZX,B737,15,6.0,1.81,3.0,0,0
2026-05-13,CZ3019,PVG-SZX,B787,12,7.0,-1.85,-2.75,0,0
2025-07-24,CZ3039,PVG-NKG,B787,16,8.2,-2.55,-2.04,0,0
2026-01-09,CZ3039,PVG-CSX,A321,9,7.4,1.1,0.83,3,0
2025-12-14,CZ3017,PVG-PEK,B737,18,6.3,0.08,0.78,0,0
2026-01-14,CZ3107,PVG-CKG,B737,11,4.8,0.22,0.93,0,0
2026-01-24,CZ3116,PVG-CTU,A330,15,6.8,-0.37,-0.47,0,0
2025-05-29,CZ3063,PVG-CAN,A321,16,6.6,0.24,0.05,0,0
2026-08-24,CZ3107,PVG-CAN,B737,9,5.1,0.34,1.91,0,0
2026-05-19,CZ3003,PVG-NKG,A320,8,7.5,0.27,0.45,0,0
2025-10-24,CZ3117,PVG-CTU,A321,8,6.3,-0.94,-2.22,0,0
2026-06-25,CZ3011,PVG-TSN,A320,10,6.8,-0.75,-0.67,0,0
2025-02-10,CZ3011,PVG-XIY,A320,10,11.0,0.1,-1.48,0,0
2025-05-08,CZ3110,PVG-CTU,A320,8,5.5,-1.35,-3.0,0,0
2025-10-23,CZ3072,PVG-PEK,A320,16,5.3,0.39,1.62,46,1
2026-03-31,CZ3043,PVG-CAN,A320,11,6.6,-0.45,-2.16,0,0
2026-07-11,CZ3018,PVG-WUH,B787,17,10.0,-1.64,-1.88,0,0
2026-04-22,CZ3060,PVG-XIY,A321,8,8.7,0.32,0.93,0,0
2024-12-12,CZ3064,PVG-WUH,A321,13,7.9,0.17,-1.13,0,0
2025-10-02,CZ3111,PVG-HGH,A330,18,10.6,1.37,0.97,0,0
2025-05-17,CZ3032,PVG-KMG,B787,7,4.4,-0.4,-2.51,0,0
2024-09-26,CZ3066,PVG-HGH,A320,12,3.8,0.44,-0.73,0,0
2025-05-12,CZ3118,PVG-CAN,B787,17,5.3,2.36,3.0,33,1
2025-09-07,CZ3021,PVG-SZX,B787,8,7.2,0.38,-1.09,2,0
2026-06-29,CZ3068,PVG-NKG,A330,11,9.8,0.61,0.75,0,0
2025-05-31,CZ3101,PVG-CSX,A321,18,8.2,-0.74,-2.33,5,0
2025-07-19,CZ3113,PVG-SZX,B787,17,,1.67,1.2,0,0
2026-02-04,CZ3040,PVG-CTU,B737,8,7.6,-2.17,-1.69,0,0
2025-11-05,CZ3050,PVG-CKG,B787,18,3.7,-2.92,-3.0,0,0
2024-12-18,CZ3045,PVG-CTU,A321,10,8.9,-1.46,-1.99,0,0
2025-08-14,CZ3102,PVG-NKG,B787,12,9.6,0.87,-0.53,0,0
2025-03-23,CZ3109,PVG-CAN,A320,11,8.1,0.43,0.19,0,0
2025-03-02,CZ3078,PVG-CKG,A330,8,5.7,-0.68,0.87,8,1
2026-03-16,CZ3036,PVG-KMG,A330,9,4.2,-1.4,-1.83,0,0
2025-01-04,CZ3030,PVG-NKG,A330,16,8.3,-0.96,-1.16,5,0
2024-11-01,CZ3055,PVG-CKG,A321,20,9.4,0.26,2.39,38,1
2025-03-10,CZ3078,PVG-CAN,A330,10,6.6,-0.54,-2.02,0,0
2025-08-19,CZ3108,PVG-CKG,B737,10,6.6,-0.53,-0.04,0,0
2025-01-09,CZ3014,PVG-PEK,B787,7,,0.45,0.32,0,0
2025-12-13,CZ3104,PVG-WUH,A321,7,4.1,0.27,-1.94,0,0
2025-01-15,CZ3088,PVG-PEK,B787,16,,0.31,1.05,23,1
2026-01-31,CZ3081,PVG-PEK,B787,17,8.4,-1.14,-2.17,0,0
2024-09-03,CZ3048,PVG-CSX,A330,17,7.2,1.43,1.26,0,0
2026-08-07,CZ3088,PVG-CTU,B737,11,8.4,0.01,0.97,3,0
2026-01-15,CZ3003,PVG-CAN,B737,8,7.0,-0.63,0.73,0,0
2026-02-18,CZ3029,PVG-NKG,B787,10,8.4,1.25,1.47,0,0
2025-12-02,CZ3083,PVG-CKG,A330,13,8.2,-0.23,-1.04,0,0
2026-02-01,CZ3013,PVG-CKG,A320,18,7.2,0.45,-0.3,2,0
2025-09-08,CZ3117,PVG-TSN,B787,12,6.2,1.0,2.12,0,0
2025-08-28,CZ3030,PVG-XIY,A321,9,5.9,-1.3,-1.43,4,0
2025-01-25,CZ3119,PVG-KMG,A320,18,5.7,1.19,1.73,52,1
2024-12-27,CZ3009,PVG-CKG,A330,6,6.8,-0.93,-0.91,0,0
2026-03-28,CZ3060,PVG-HGH,A330,18,10.6,-0.33,2.35,29,1
2025-08-04,CZ3005,PVG-NKG,B787,15,8.6,-0.69,-0.98,0,0
2024-10-28,CZ3040,PVG-CAN,A330,17,4.7,-0.71,-0.59,0,0
2026-03-16,CZ3072,PVG-TSN,B787,12,6.7,-1.27,-0.65,0,0
2026-06-21,CZ3104,PVG-CSX,A330,15,7.8,-0.1,1.41,0,0
2025-07-24,CZ3111,PVG-SZX,B737,15,4.8,0.98,0.99,1,0
2025-06-13,CZ3116,PVG-XIY,A330,9,7.4,2.71,1.76,0,0
2024-10-31,CZ3047,PVG-SZX,A320,16,7.8,-1.19,-0.72,0,0
2025-11-20,CZ3085,PVG-PEK,B787,14,12.5,1.95,0.85,0,0
2025-11-09,CZ3029,PVG-CSX,A330,19,6.2,-0.51,-1.92,0,0
